AddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;SpatialLocation;rowguid;ModifiedDate
139;2687 Ridge Road;NULL;Edmonds;79;98020;0xE6100000010CE04C7BA7CFE547405AF9A0B1DF9B5EC0;25B072AB-17F7-4C1C-A13A-ACD309BBAA61;2009-01-13 00:00:00.000
140;371 Apple Dr.;NULL;Edmonds;79;98020;0xE6100000010C364F0A6E8AEC4740D1534ABAC68D5EC0;88FA21D3-2523-4CF1-BCFD-151E734F8961;2009-01-07 00:00:00.000
141;3281 Hillview Dr.;NULL;Edmonds;79;98020;0xE6100000010C79339C7EB1DF4740CD05EC3642935EC0;ACE0C24A-95B6-4F08-B223-1A39C64E9051;2008-12-10 00:00:00.000
142;2080 Sycamore Drive;NULL;Edmonds;79;98020;0xE6100000010C4BEEAB5787E147401747FF3464965EC0;8541E00D-8DA8-429B-912E-B7E854747A00;2008-12-28 00:00:00.000
143;7511 Cooper Dr.;NULL;Edmonds;79;98020;0xE6100000010C3CD75BF523E247407E83C53AFE8C5EC0;A6D5094A-E523-45A8-ABE5-0AFC2E7B6FC1;2010-02-16 00:00:00.000
144;9825 Coralie Drive;NULL;Edmonds;79;98020;0xE6100000010C160A1A4760EE474072A6F535D3945EC0;716CF949-C005-4255-AE10-A36A0E905FA2;2009-01-06 00:00:00.000
145;8411 Mt. Orange Place;NULL;Edmonds;79;98020;0xE6100000010CEF63CB0933E547406E65E237B1915EC0;F7053382-C9F1-45BF-A0BD-878FE976208F;2008-12-12 00:00:00.000
146;207 Berry Court;NULL;Edmonds;79;98020;0xE6100000010CE04C7BA7CFE547406288123386995EC0;B374FEA1-C3B5-4737-A1A4-190997E961DF;2009-01-03 00:00:00.000
147;1061 Buskrik Avenue;NULL;Edmonds;79;98020;0xE6100000010CFE7A1B6C96E447406A1784B42C975EC0;69B366B3-533E-4F15-9D75-588789548DD0;2009-03-01 00:00:00.000
148;3632 Bank Way;NULL;Edmonds;79;98020;0xE6100000010C1DA9BB305DE347405AF9A0B1DF9B5EC0;0F7B8AC1-A660-447E-AAD4-A0048DA3CD47;2010-02-16 00:00:00.000
149;3026 Anchor Drive;NULL;Edmonds;79;98020;0xE6100000010CEF63CB0933E54740B55897B24E9A5EC0;0BFEB74B-804D-4A03-B94D-5812F3DF69A8;2010-01-22 00:00:00.000
150;7338 Green St.;NULL;Edmonds;79;98020;0xE6100000010CEF63CB0933E54740FF99AAB0709D5EC0;A1D9A607-D8E3-4402-9C5C-03D1131ED99B;2009-02-19 00:00:00.000
151;2038 Encino Drive;NULL;Edmonds;79;98020;0xE6100000010C93D9EABBDEE84740A97BC7AD23A25EC0;08CA24AF-10D0-4AC6-8E70-A6387ECDB91B;2009-01-24 00:00:00.000
152;2466 Clearland Circle;NULL;Edmonds;79;98020;0xE6100000010C46665AD0EDEB4740A97BC7AD23A25EC0;1494AD94-C1FE-4A28-AD63-A59370718785;2009-12-22 00:00:00.000
153;9277 Country View Lane;NULL;Edmonds;79;98020;0xE6100000010C364F0A6E8AEC47400C6A2F30399E5EC0;7D7DA7BE-B880-411D-88D2-521B5CCF8D25;2008-01-26 00:00:00.000
154;5423 Champion Rd.;NULL;Edmonds;79;98020;0xE6100000010C0E926BCEF9E347407A3567B779925EC0;2E5B2953-BEE0-4568-A6F0-5AB41ABBCF63;2008-12-24 00:00:00.000
155;2046 Las Palmas;NULL;Edmonds;79;98020;0xE6100000010C2CC00B93C0E247405AF9A0B1DF9B5EC0;6F00FB01-941A-48AC-852B-363829C2451B;2009-01-22 00:00:00.000
156;8684 Military East;NULL;Bellevue;79;98004;0xE6100000010CBB371CDB6CD247403B6970E153815EC0;5A51864D-A250-4FEC-8FB5-CEBE85C124B7;2008-11-25 00:00:00.000
157;7270 Pepper Way;NULL;Bellevue;79;98004;0xE6100000010CE3F71C9BC4CE47404BCA784AEE895EC0;CC0BCA82-AEC9-4C7A-BB9F-14F6DB055C62;2008-11-27 00:00:00.000
158;6058 Hill Street;# 4;Bellevue;79;98004;0xE6100000010CE3F71C9BC4CE4740A04EE193A9955EC0;CACF831D-22DD-4E2B-A377-E11A89D2D526;2009-12-18 00:00:00.000
159;1648 Eastgate Lane;NULL;Bellevue;79;98004;0xE6100000010C2902C625B1D647400BD39082B68A5EC0;FBDB3C4B-7596-4D25-B9A8-0C935C1781E2;2009-01-28 00:00:00.000
160;3454 Bel Air Drive;NULL;Bellevue;79;98004;0xE6100000010CACB2994108D7474014CE6E2D93875EC0;F5C14AE9-EDCF-49E4-9E4D-8F24731C64AA;2008-12-30 00:00:00.000
161;3067 Maya;NULL;Bellevue;79;98004;0xE6100000010C85771B1B15D6474095195143F8905EC0;FE628A3E-E504-49EE-A556-9634C06CC432;2010-01-25 00:00:00.000
162;3197 Thornhill Place;NULL;Bellevue;79;98004;0xE6100000010C71171B3BE9D7474006A7186ACD865EC0;C2F65EA2-3BD2-4A3E-9752-CE92BAB74BD7;2008-12-22 00:00:00.000
163;3919 Pinto Road;NULL;Bellevue;79;98004;0xE6100000010C7322C7C534D147403B6970E153815EC0;037683A3-2356-42B3-BB38-BC14CB9DED9C;2009-02-14 00:00:00.000
164;7396 Stratton Circle;NULL;Bellevue;79;98004;0xE6100000010C8782C7A560CF47405B2B81B388925EC0;72186098-A652-4DF8-91D1-9CFE115FFB7A;2010-01-17 00:00:00.000
165;9745 Bonita Ct.;NULL;Bellevue;79;98004;0xE6100000010C2902C625B1D647403B6970E153815EC0;7CF4FDFD-4B09-4466-A3D3-84EC32ED4163;2009-02-01 00:00:00.000
166;3670 All Ways Drive;NULL;Bellevue;79;98004;0xE6100000010C17AD71D0D0D14740009E003205865EC0;89270EF3-86E4-41E9-B3D3-86149F08CF05;2008-11-24 00:00:00.000
167;7221 Peachwillow Street;NULL;Bellevue;79;98004;0xE6100000010C898D7330ACC84740D610390B30905EC0;29024B91-F4E4-40B1-81BE-7F2B23A24FF5;2010-02-25 00:00:00.000
168;1343 Prospect St;NULL;Bellevue;79;98004;0xE6100000010CE1EC701079D54740C5AF30A295875EC0;386D3617-769D-40D1-AB18-301E4E40B920;2009-01-10 00:00:00.000
169;6448 Castle Court;NULL;Bellevue;79;98004;0xE6100000010C85771B1B15D6474085B848DA5D885EC0;1BB6C40A-9FDF-4C9E-AC1F-8E0F2DF2414A;2008-11-25 00:00:00.000
170;7902 Grammercy Lane;Unit A;Bellevue;79;98004;0xE6100000010C3D62C605DDD44740CADBA8BA7E8B5EC0;5C44745C-D11A-4F11-B9BC-345D4E064780;2009-12-04 00:00:00.000
171;8668 Via Neruda;NULL;Bellevue;79;98004;0xE6100000010C71171B3BE9D7474085B848DA5D885EC0;F84F334A-19E9-4A44-952E-A857D027E9C6;2009-02-23 00:00:00.000
172;4777 Rockne Drive;NULL;Bellevue;79;98004;0xE6100000010C898D7330ACC84740213DB12319945EC0;FFDAF6BD-C84A-4082-9A70-7F0CC6FBBE82;2009-01-24 00:00:00.000
173;620 Woodside Ct.;NULL;Bellevue;79;98004;0xE6100000010CE3F71C9BC4CE47403B6970E153815EC0;B6172E5E-CD95-4B38-8AA6-F826A6EEF24C;2010-12-18 00:00:00.000
174;6307 Greenbelt Way;NULL;Bellevue;79;98004;0xE6100000010CE502C92510C847403B6970E153815EC0;0AE0D184-CB75-42CE-AB20-C2FC57DB45B5;2011-02-07 00:00:00.000
175;3284 S. Blank Avenue;NULL;Bellevue;79;98004;0xE6100000010C034D71F0A4D34740160821D3678F5EC0;C23064B1-CFFB-41D6-ABA5-BAFA076C70C7;2008-12-18 00:00:00.000
176;8751 Norse Drive;NULL;Bellevue;79;98004;0xE6100000010C0BB81D5B1CCB47405B2B81B388925EC0;A313E877-EBD4-4A8C-8F0A-ED20A645A6ED;2009-12-28 00:00:00.000
177;6968 Wren Ave.;NULL;Bellevue;79;98004;0xE6100000010CCF971CBB98D047400BD39082B68A5EC0;D3D9FDE3-C704-4126-BA36-377AEDF42FBB;2009-02-09 00:00:00.000
178;4311 Clay Rd;NULL;Bellevue;79;98004;0xE6100000010C71171B3BE9D747405B2B81B388925EC0;464F6EBC-6151-47E1-AC79-24B705342D51;2008-11-29 00:00:00.000
179;771 Northridge Drive;# 495;Bellevue;79;98004;0xE6100000010C0BB81D5B1CCB4740C5AF30A295875EC0;335645F3-B5D5-4B96-BAC1-22267CDDF8D2;2012-06-07 00:00:00.000
180;2947 Vine Lane;NULL;Bellevue;79;98004;0xE6100000010C3D62C605DDD4474056FF089B9F8E5EC0;7635D2DA-AD3F-47F8-AFE0-6A5A25127D03;2010-01-24 00:00:00.000
181;9320 Teakwood Dr.;NULL;Bellevue;79;98004;0xE6100000010C2902C625B1D64740808CD0C174845EC0;78153C31-9B7B-414B-9A68-51E892FB993C;2009-01-07 00:00:00.000
182;3711 Rollingwood Dr;NULL;Bellevue;79;98004;0xE6100000010C898D7330ACC8474095195143F8905EC0;9600FB56-13A7-40D1-81FC-CBE8DF0BB498;2009-02-12 00:00:00.000
183;6118 Grasswood Circle;NULL;Bellevue;79;98004;0xE6100000010C672D735080CA47401B3499EB50935EC0;D9BD7258-D9D0-420C-B0C9-B55A7EF46B8C;2009-12-10 00:00:00.000
184;5678 Clear Court;NULL;Bellevue;79;98004;0xE6100000010C034D71F0A4D34740213DB12319945EC0;6B78A1A0-5821-43E1-AE51-547AD9B4C996;2009-02-09 00:00:00.000
185;2681 Eagle Peak;NULL;Bellevue;79;98004;0xE6100000010C3F6D729028CE47402669293C02985EC0;7BCCF442-2268-46CC-8472-14C44C14E98C;2012-07-31 00:00:00.000
186;332 Laguna Niguel;NULL;Bellevue;79;98004;0xE6100000010C9DED7310D8C647400BD39082B68A5EC0;8915B11C-8A2D-44EE-B2A9-7C6982739BFE;2008-12-17 00:00:00.000
187;7808 Brown St.;NULL;Bellevue;79;98004;0xE6100000010C53CD727054CC4740CADBA8BA7E8B5EC0;1CCD2F45-1BEE-4F78-BA59-A6F969C7DA71;2009-01-09 00:00:00.000
188;6774 Bonanza;NULL;Bellevue;79;98004;0xE6100000010C2902C625B1D64740666011043A975EC0;00770CCC-E264-4115-9E0C-D31734F70360;2008-12-31 00:00:00.000
189;3708 Montana;NULL;Bellevue;79;98004;0xE6100000010CBB371CDB6CD2474006A7186ACD865EC0;A081A4FC-9C3C-4CE7-A27F-94830FFF15E5;2008-12-20 00:00:00.000
190;9435 Breck Court;NULL;Bellevue;79;98004;0xE6100000010C2D181E3B48C94740E145C95BE1945EC0;EB974CAF-85E9-4424-BF5E-637C0942EF04;2007-12-30 00:00:00.000
191;6951 Harmony Way;NULL;Sammamish;79;98074;0xE6100000010CBFDCCE386DD64740AF1F90A8E87D5EC0;1DA32259-EFAD-4485-8F64-8B9B444CB3A4;2010-12-31 00:00:00.000
192;6871 Thornwood Dr.;NULL;Sammamish;79;98074;0xE6100000010CF068F66C03C94740BB6603CE907B5EC0;A2B7146F-22A2-4F15-875B-4484A5473673;2009-02-22 00:00:00.000
193;9104 Mt. Sequoia Ct.;NULL;Sammamish;79;98074;0xE6100000010CC32433E5FCD34740D1FAD3E0678A5EC0;954C009C-F506-42BA-AC97-A0F98B9E31B7;2008-12-07 00:00:00.000
194;2095 Sierra Drive;NULL;Sammamish;79;98074;0xE6100000010CC2121AFA98D44740A488BA2BB8855EC0;2812A3AB-3EAA-4898-A176-36B6C5953D1C;2013-10-14 00:00:00.000
195;4444 Pepper Way;NULL;Sammamish;79;98074;0xE6100000010CBFDCCE386DD647404AA487C1587C5EC0;5FD563B6-9349-4AA4-813B-72D96714EC7D;2009-02-27 00:00:00.000
196;4525 Benedict Ct.;NULL;Sammamish;79;98074;0xE6100000010CD9C6142980CE474053F1E4AE878D5EC0;D52A20AB-B134-4205-B5E2-25B700BB5722;2008-12-18 00:00:00.000
197;7820 Bird Drive;NULL;Sammamish;79;98074;0xE6100000010CBFDCCE386DD64740C5B360BBBF8C5EC0;70D9D17B-3A40-43ED-B4D1-C9A52A8F44ED;2008-12-26 00:00:00.000
198;1962 Ferndale Lane;NULL;Sammamish;79;98074;0xE6100000010CC100010F35D547404D54256AD0815EC0;CF902968-4C87-4492-8C3B-BF12F42DEF75;2009-01-19 00:00:00.000
199;5263 Etcheverry Dr;NULL;Sammamish;79;98074;0xE6100000010CD2364CD060D34740E6287FDAC87A5EC0;01C701DE-BA78-4B2C-BC7E-2CF8922C7771;2009-11-26 00:00:00.000
200;2473 Orchard Way;NULL;Sammamish;79;98074;0xE6100000010CEB0E79D50FCC4740D1FAD3E0678A5EC0;6D1B4FA9-5D00-4481-9561-0AEA008915F7;2009-01-09 00:00:00.000
201;6202 Seeno St.;NULL;Sammamish;79;98074;0xE6100000010CE9EA46FF47CD4740A488BA2BB8855EC0;AD2B250D-5DD9-4BA4-AC59-8CE487D4A77F;2013-09-05 00:00:00.000
202;4096 San Remo;NULL;Sammamish;79;98074;0xE6100000010CAC8251A179D9474082AD76F338795EC0;494A6C49-3EA7-4A3D-BFF8-F727F565E393;2008-12-21 00:00:00.000
203;7086 O St.;NULL;Sammamish;79;98074;0xE6100000010CE9EA46FF47CD4740139B988F787F5EC0;5A272060-CDB3-4D4A-BE2F-AF143F4E72D4;2009-12-30 00:00:00.000
204;4310 Kenston Dr.;NULL;Sammamish;79;98074;0xE6100000010CEAFC5FEAABCC4740E6287FDAC87A5EC0;7E585905-3991-42BF-8C51-1F0E40F48D28;2010-01-10 00:00:00.000
205;7939 Bayview Court;NULL;Sammamish;79;98074;0xE6100000010CBB946A8CDDD84740D1FAD3E0678A5EC0;A47CBD73-36A5-4051-BD64-65E93630E6DF;2009-01-14 00:00:00.000
206;6097 Mt. McKinley Ct.;NULL;Redmond;79;98052;0xE6100000010C994748ED8DD84740F1B11F511B825EC0;114FDFCA-275A-4B9B-A51E-6EDD038644D3;2013-09-25 00:00:00.000
207;3066 Wallace Dr.;NULL;Redmond;79;98052;0xE6100000010C4263FA4502D0474006124B65E3825EC0;577F79C7-3CE4-409D-BAF4-043B14389780;2009-02-19 00:00:00.000
208;9006 Woodside Way;NULL;Redmond;79;98052;0xE6100000010CCADDAA6755D74740AEB07AF25B885EC0;82094057-24A1-482C-ADCA-B44D40C1483A;2008-03-21 00:00:00.000
209;9906 Oak Grove Road;NULL;Redmond;79;98052;0xE6100000010C3A0D2ACC44DF4740E7D246EC327E5EC0;8D9CF02A-A88A-4AF4-AD3A-219AE0DE0539;2011-01-31 00:00:00.000
210;2383 Pepper Drive;NULL;Redmond;79;98052;0xE6100000010CF6CF513B9BDB4740E92F28437C8B5EC0;D5CAA1D5-CB10-4CF3-91B7-0FF37611AEDB;2008-12-04 00:00:00.000
211;6369 Ellis Street;NULL;Redmond;79;98052;0xE6100000010C73FC16302AD947404191F8B503865EC0;D531FF9A-06E2-431F-9D2C-C13DCF82CA77;2010-11-29 00:00:00.000
212;8000 Crane Court;NULL;Redmond;79;98052;0xE6100000010C5BB1E572C6D947407231CDA13B855EC0;7C1FAC02-5589-4F51-9EE4-30AEEE079CB7;2009-02-01 00:00:00.000
213;9322 Driving Drive;NULL;Redmond;79;98052;0xE6100000010C3A0D2ACC44DF4740F1B11F511B825EC0;7A2C4361-7DA9-45D8-8CEF-59F730A9ABCA;2010-01-15 00:00:00.000
214;3768 Door Way;NULL;Redmond;79;98052;0xE6100000010C4263FA4502D047403A0F01A8648F5EC0;8C938507-C67C-4E5C-963C-A93FE707980F;2007-12-13 00:00:00.000
215;101 Candy Rd.;NULL;Redmond;79;98052;0xE6100000010C86A0D2D6ABD347407AB3C4AFDA7B5EC0;B27D7D52-BD02-4DE4-B0E6-AC825F98B60D;2010-03-02 00:00:00.000
216;2427 Notre Dame Ave.;NULL;Redmond;79;98052;0xE6100000010C470A705CE4D447407231CDA13B855EC0;0B20A74B-912A-47C2-9758-0791BFAA4DAA;2010-12-28 00:00:00.000
217;1960 Via Catanzaro;NULL;Redmond;79;98052;0xE6100000010C73FC16302AD94740B88F5357448C5EC0;63373680-A60F-48B8-9C38-3B4861D14229;2013-10-13 00:00:00.000
218;9863 Ridge Place;NULL;Redmond;79;98052;0xE6100000010CE32B969419E1474044EED90C4D935EC0;3B6BCA53-FA0F-47D6-8E7A-C2CCE2A90BB2;2009-01-16 00:00:00.000
219;3397 Rancho View Drive;NULL;Redmond;79;98052;0xE6100000010C60585B89A8DE4740F1B11F511B825EC0;DA96E22B-CE18-4FDB-9FFE-4DC094CE0A42;2010-12-16 00:00:00.000
220;4909 Poco Lane;NULL;Redmond;79;98052;0xE6100000010CC536355173D24740D5717679AB835EC0;5C0CAC7C-FD6C-44AE-8C34-CC64EC495034;2008-12-07 00:00:00.000
221;7297 RisingView;NULL;Redmond;79;98052;0xE6100000010C73FC16302AD94740DF504FDE93875EC0;0D34F4AF-0E68-472E-B33F-4BD11AE3D91F;2008-12-09 00:00:00.000
222;7723 Firestone Drive;NULL;Redmond;79;98052;0xE6100000010C60585B89A8DE4740A4D1A18D73845EC0;268AC7D8-73DA-44B8-866B-0452AF1F844B;2013-06-14 00:00:00.000
223;1275 West Street;NULL;Redmond;79;98052;0xE6100000010CF028DC24B9D64740B88F5357448C5EC0;BC3A7F68-B60A-4A60-BE8B-951FB29F646B;2009-01-26 00:00:00.000
224;2137 Birchwood Dr;NULL;Redmond;79;98052;0xE6100000010CEB81660ED7D14740A62E83E4BC915EC0;7F9BC8A0-3972-490C-B888-C4B5EFC9D021;2007-11-04 00:00:00.000
225;249 Alexander Pl.;NULL;Redmond;79;98052;0xE6100000010C3466B4B562DA4740A4D1A18D73845EC0;6DF4B0D5-634C-46F3-B1A3-AC487240A124;2014-06-23 00:00:00.000
226;2482 Buckingham Dr.;NULL;Redmond;79;98052;0xE6100000010CCADDAA6755D7474053F2C8288B805EC0;1BF14F43-C05B-4841-A9FF-B42785B7BC1F;2009-02-18 00:00:00.000
227;8467 Clifford Court;NULL;Redmond;79;98052;0xE6100000010CEB81660ED7D147409C4FAA7FD48D5EC0;722A9D6E-07BC-4867-94D7-3B44ECE308BD;2009-02-28 00:00:00.000
228;9241 St George Dr.;NULL;Everett;79;98201;0xE6100000010CEC4E58628708484068859E58578B5EC0;91EE89FC-37EC-4121-A9D5-94EC64F4B3F0;2009-01-20 00:00:00.000
229;3928 San Francisco;NULL;Everett;79;98201;0xE6100000010C80E0F2F6FF024840AA1CA5EDB9945EC0;7716EF76-94AA-47E9-BDDB-102BBFD59BBB;2009-01-05 00:00:00.000
230;475 Santa Maria;NULL;Everett;79;98201;0xE6100000010C12A255DB53F74740965705D7DD855EC0;CA464447-6AAF-406A-BC38-846389D8AEFA;2008-12-22 00:00:00.000
231;181 Gaining Drive;NULL;Everett;79;98201;0xE6100000010C521D4E6DC50148401EEF0B6C408F5EC0;128D138D-3A13-4B00-81E3-5B2CE1AE782B;2008-11-24 00:00:00.000
232;3385 Crestview Drive;NULL;Everett;79;98201;0xE6100000010C12A255DB53F7474078FD467C36885EC0;4A551FF0-CA85-4D1C-8FE7-318D01A49C27;2009-01-14 00:00:00.000
233;1185 Dallas Drive;NULL;Everett;79;98201;0xE6100000010C521D4E6DC5014840CE75EF9F15855EC0;085E131E-5C9E-460C-BFCD-775D21B97842;2008-12-05 00:00:00.000
234;7883 Missing Canyon Court;NULL;Everett;79;98201;0xE6100000010CE896045A50FF4740B3B1C33185835EC0;00CBE469-F60B-424F-9A72-E58A32BE138C;2007-01-19 00:00:00.000
235;5452 Corte Gilberto;NULL;Everett;79;98201;0xE6100000010C7FF8D69EEDFF474068859E58578B5EC0;1B75056D-34E4-4612-98AB-3D4AB8482495;2008-12-06 00:00:00.000
236;9008 Creekside Drive;NULL;Everett;79;98201;0xE6100000010C165AA9E38A0048401EEF0B6C408F5EC0;EC244535-A4B0-46FC-B35A-42EC1F8D471E;2013-03-23 00:00:00.000
237;5242 Marvelle Ln.;NULL;Everett;79;98201;0xE6100000010C138A713366FA4740110DF634788E5EC0;25318A45-FCD1-4FE6-B20C-A397C72C334E;2010-03-03 00:00:00.000
238;4098 Woodcrest Dr.;NULL;Everett;79;98201;0xE6100000010C138A713366FA47404CC172EAC6895EC0;9D179A61-A9E7-4802-8099-764227043D94;2013-08-03 00:00:00.000
239;8624 Pepper Way;NULL;Everett;79;98201;0xE6100000010CEA663C0A750548403C49CAC6E78C5EC0;F2A2D98B-2337-4748-9191-FE421D057DF1;2009-02-26 00:00:00.000
240;2176 Apollo Way;NULL;Everett;79;98201;0xE6100000010CE6AEE8013EFC47404CC172EAC6895EC0;1DCCF2C8-B08D-42C1-836F-C1EE9CCFFF6F;2007-12-30 00:00:00.000
241;1962 Cotton Ct.;NULL;Everett;79;98201;0xE6100000010CE97E20B26202484078FD467C36885EC0;478AA4FD-3C98-4C71-88A1-7A6B4164C6FA;2008-12-02 00:00:00.000
242;1362 Somerset Place;NULL;Everett;79;98201;0xE6100000010C55ED851DEA074840AA1CA5EDB9945EC0;CE971EC5-A2E1-43E2-AC74-97F5BB1D8679;2009-02-17 00:00:00.000
243;3238 Laguna Circle;NULL;Everett;79;98201;0xE6100000010C0025586221F647406C8CB8CE82905EC0;0BD3BD41-0B6E-46F1-8CBF-978552EE8E77;2009-01-11 00:00:00.000
244;3665 Oak Creek Ct.;NULL;Everett;79;98201;0xE6100000010CBBBB7B28280148405AA388218F8A5EC0;683FF6C4-EE9F-4A7C-B80B-C6E1A60891E4;2009-02-24 00:00:00.000
245;7640 First Ave.;NULL;Everett;79;98201;0xE6100000010C649000024B0048401E5413FBBE955EC0;5FD72A8B-9D97-4309-BDF0-CD7A7BB02BB8;2008-12-11 00:00:00.000
246;6629 Polson Circle;NULL;Everett;79;98201;0xE6100000010C272AE193AF064840D558797F29935EC0;4F964A2E-3AB9-4C66-9D8C-65C7C3479CF8;2009-02-15 00:00:00.000
247;2294 West 39th St.;NULL;Everett;79;98201;0xE6100000010C521D4E6DC5014840F3B237DAD0905EC0;369EF5BB-AF9D-4493-99B5-B9A1AC61E985;2009-02-24 00:00:00.000
248;1400 Gate Drive;NULL;Newport Hills;79;98006;0xE6100000010CDCE89913F2C2474089F340CF9A885EC0;20F99909-ADF9-4500-A697-1B6DFE3881E9;2009-02-01 00:00:00.000
249;4350 Minute Dr.;NULL;Newport Hills;79;98006;0xE6100000010C0B5D7B65AFCC474006758A4FFC915EC0;A120E049-AECA-4A01-8F05-B36301016B7C;2009-01-07 00:00:00.000
250;9297 Kenston Dr.;NULL;Newport Hills;79;98006;0xE6100000010CF4A28ABCD0C747401DB2038FC9805EC0;2ED694B4-9069-4DAF-95EB-AB1C7B969A80;2008-12-05 00:00:00.000
251;8967 Hamilton Ave.;NULL;Newport Hills;79;98006;0xE6100000010C36BAA8916CC84740A71478EFA38F5EC0;F2EF65AA-28B6-4B04-853D-D50F4DC62EC2;2009-01-05 00:00:00.000
252;9687 Shakespeare Drive;NULL;Newport Hills;79;98006;0xE6100000010CF4A28ABCD0C74740921347EF62895EC0;8CA15BE4-C0B3-4A92-AED3-B65B9B1FAD92;2008-12-18 00:00:00.000
253;1397 Paradise Ct.;NULL;Newport Hills;79;98006;0xE6100000010C8EE82F6456D0474050D46BAF138E5EC0;BA60C467-F3E4-4202-8B43-DBF9C81B6420;2009-01-17 00:00:00.000
254;3030 Blackburn Ct.;NULL;Newport Hills;79;98006;0xE6100000010C6217D6BD29C447402A932E6F42865EC0;004F9226-E61F-4EEF-BBAD-8276B1BE3562;2008-12-25 00:00:00.000
255;7469 Paradise Ct.;NULL;Newport Hills;79;98006;0xE6100000010CDF8B21BF82C04740C671F74E397F5EC0;6D421AA1-A9FB-4799-9058-28272E6AF110;2014-03-02 00:00:00.000
256;9605 Pheasant Circle;NULL;Gold Bar;79;98251;0xE6100000010C321DD720AEEC47403114D243FC695EC0;A0BC68DB-F094-4066-B3B7-9B65128371B9;2009-01-23 00:00:00.000
257;2425 Notre Dame Ave;NULL;Gold Bar;79;98251;0xE6100000010C924596C374EB47407840D75DA5605EC0;446344A5-9AFE-4597-BFEE-B0E597D8F5E5;2010-01-20 00:00:00.000
258;8036 Summit View Dr.;NULL;Gold Bar;79;98251;0xE6100000010C97B04E7C70E047406D590220DE5F5EC0;55AC181F-DBBC-49B1-BBDC-26BF67C13B69;2008-12-07 00:00:00.000
259;213 Stonewood Drive;NULL;Gold Bar;79;98251;0xE6100000010C642A745A65E8474090A48366885D5EC0;8FAEE71D-BB98-46D2-A47A-112B30513E21;2009-02-18 00:00:00.000
260;3884 Beauty Street;# 14;Gold Bar;79;98251;0xE6100000010C93BED3ABC8E747401AB0253B196D5EC0;9F9D6796-675A-4619-8F37-EDA885DB931E;2009-02-04 00:00:00.000
261;1748 Bird Drive;NULL;Index;79;98256;0xE6100000010CF71DAED9B8E7474048952922746A5EC0;FDD3E025-386A-4124-9002-D53D8984F261;2010-02-28 00:00:00.000
262;310 Winter Lane;NULL;Index;79;98256;0xE6100000010C266161F08EE9474094FEF9BE56595EC0;E619E04D-544E-4675-8DDB-DB282BB01238;2008-12-30 00:00:00.000
263;3514 Sunshine;NULL;Index;79;98256;0xE6100000010C7315D047D3E247408B057E8457675EC0;09051AB3-EB32-4551-981D-29F7B311587D;2010-02-09 00:00:00.000
264;1245 Clay Road;NULL;Index;79;98256;0xE6100000010CF71DAED9B8E74740C1ECAA0E1F6F5EC0;AB87F9E7-412B-486C-863F-3A237F1ADFF9;2009-03-01 00:00:00.000
265;3127 El Camino Drive;NULL;Index;79;98256;0xE6100000010C7A268C6B9EEC474048952922746A5EC0;2A9BE420-6D00-4CE8-BBE4-00A73B78A587;2009-02-02 00:00:00.000
266;7691 Benedict Ct.;# 141;Issaquah;79;98027;0xE6100000010C690ED8A0C9BD4740DEB397C07F865EC0;980F8C50-DDC1-414C-9230-4F0CECA16DB3;2009-01-30 00:00:00.000
267;1144 Paradise Ct.;NULL;Issaquah;79;98027;0xE6100000010CD502374A92BC4740C397EF6C597C5EC0;E315154C-70D1-44EF-B123-0A85C6BE3246;2009-01-10 00:00:00.000
268;7435 Ricardo;NULL;Issaquah;79;98027;0xE6100000010C9D251A4E38C047407BC58AE1B7855EC0;8C29A5E8-62D1-4437-8DF5-EB221442164C;2009-01-28 00:00:00.000
269;9530 Vine Lane;NULL;Issaquah;79;98027;0xE6100000010C10B70B500BC24740D3D67D02F0845EC0;C8156F7E-005E-42F4-B4B8-BC0AB784E9BF;2009-02-16 00:00:00.000
270;6580 Poor Ridge Court;NULL;Issaquah;79;98027;0xE6100000010C690ED8A0C9BD47404AEFAE1172785EC0;7AB40626-3D83-4073-A8FC-E82D788EC400;2008-11-27 00:00:00.000
271;5979 El Pueblo;NULL;Issaquah;79;98027;0xE6100000010CA3C2ACA642C347404AEFAE1172785EC0;F1FA084F-AE3E-41B9-AF15-C5EBA80E8325;2008-12-16 00:00:00.000
272;1921 Ranch Road;NULL;Issaquah;79;98027;0xE6100000010CD502374A92BC4740DEB397C07F865EC0;C87B38F6-A249-4C3B-A507-1306BDE99B1D;2009-01-04 00:00:00.000
273;3848 East 39th Street;NULL;Issaquah;79;98027;0xE6100000010C34F795F35ABB47404C7FBE5DD7885EC0;E7CBE0C1-996E-47FE-8A48-E6B003D1E5F7;2009-01-27 00:00:00.000
274;5256 Chickpea Ct.;NULL;Issaquah;79;98027;0xE6100000010CFFDF5346ECB847407BC58AE1B7855EC0;CA7EE010-DDF2-47CB-8ABD-BB56B956E79A;2009-02-09 00:00:00.000
275;989 Crown Ct;NULL;Issaquah;79;98027;0xE6100000010C3994284C65BE4740650B576598825EC0;8A882A09-430E-4D6D-878C-EC281147EBE4;2009-02-27 00:00:00.000
276;3333 Madhatter Circle;NULL;Issaquah;79;98027;0xE6100000010C6EAB6AF9D3C04740BA4AE5FA2E8B5EC0;4D1B4626-E935-49DD-8A9C-A73A8D06101A;2008-12-09 00:00:00.000
